state,date,year,month,index
Himachal Pradesh,2011-07-01,2011,July,92.5
Himachal Pradesh,2011-08-01,2011,August,93.9
Himachal Pradesh,2011-09-01,2011,September,94.6
Himachal Pradesh,2011-10-01,2011,October,95.4
Himachal Pradesh,2011-11-01,2011,November,95.6
Himachal Pradesh,2011-12-01,2011,December,94.3
Himachal Pradesh,2012-01-01,2012,January,95.3
Himachal Pradesh,2012-02-01,2012,February,95.3
Himachal Pradesh,2012-03-01,2012,March,96.0
Himachal Pradesh,2012-04-01,2012,April,98.4
Himachal Pradesh,2012-05-01,2012,May,99.2
Himachal Pradesh,2012-06-01,2012,June,100.3
Himachal Pradesh,2012-07-01,2012,July,100.9
Himachal Pradesh,2012-08-01,2012,August,101.8
Himachal Pradesh,2012-09-01,2012,September,102.8
Himachal Pradesh,2012-10-01,2012,October,103.6
Himachal Pradesh,2012-11-01,2012,November,104.4
Himachal Pradesh,2012-12-01,2012,December,104.2
Himachal Pradesh,2013-01-01,2013,January,104.8
Himachal Pradesh,2013-02-01,2013,February,105.5
Himachal Pradesh,2013-03-01,2013,March,106.0
Himachal Pradesh,2013-04-01,2013,April,107.0
Himachal Pradesh,2013-05-01,2013,May,107.2
Himachal Pradesh,2013-06-01,2013,June,108.4
Himachal Pradesh,2013-07-01,2013,July,110.2
Himachal Pradesh,2013-08-01,2013,August,111.6
Himachal Pradesh,2013-09-01,2013,September,113.9
Himachal Pradesh,2013-10-01,2013,October,114.9
Himachal Pradesh,2013-11-01,2013,November,117.4
Himachal Pradesh,2013-12-01,2013,December,115.6
Himachal Pradesh,2014-01-01,2014,January,115.0
Himachal Pradesh,2014-02-01,2014,February,114.8
Himachal Pradesh,2014-03-01,2014,March,115.6
Himachal Pradesh,2014-04-01,2014,April,116.4
Himachal Pradesh,2014-05-01,2014,May,116.5
Himachal Pradesh,2014-06-01,2014,June,116.9
Himachal Pradesh,2014-07-01,2014,July,118.9
Himachal Pradesh,2014-08-01,2014,August,120.1
Himachal Pradesh,2014-09-01,2014,September,120.6
Himachal Pradesh,2014-10-01,2014,October,121.2
Himachal Pradesh,2014-11-01,2014,November,120.9
Himachal Pradesh,2014-12-01,2014,December,120.7
Himachal Pradesh,2015-01-01,2015,January,120.4
Himachal Pradesh,2015-02-01,2015,February,121.0
Himachal Pradesh,2015-03-01,2015,March,121.9
Himachal Pradesh,2015-04-01,2015,April,122.5
Himachal Pradesh,2015-05-01,2015,May,123.1
Himachal Pradesh,2015-06-01,2015,June,123.9
Himachal Pradesh,2015-07-01,2015,July,124.3
Himachal Pradesh,2015-08-01,2015,August,125.5
Himachal Pradesh,2015-09-01,2015,September,126.1
Himachal Pradesh,2015-10-01,2015,October,126.4
Himachal Pradesh,2015-11-01,2015,November,125.9
Himachal Pradesh,2015-12-01,2015,December,125.0
Himachal Pradesh,2016-01-01,2016,January,125.1
Himachal Pradesh,2016-02-01,2016,February,124.9
Himachal Pradesh,2016-03-01,2016,March,125.1
Himachal Pradesh,2016-04-01,2016,April,126.4
Himachal Pradesh,2016-05-01,2016,May,127.4
Himachal Pradesh,2016-06-01,2016,June,128.4
Himachal Pradesh,2016-07-01,2016,July,129.6
Himachal Pradesh,2016-08-01,2016,August,130.2
Himachal Pradesh,2016-09-01,2016,September,131.0
Himachal Pradesh,2016-10-01,2016,October,131.7
Himachal Pradesh,2016-11-01,2016,November,132.4
Himachal Pradesh,2016-12-01,2016,December,132.5
Himachal Pradesh,2017-01-01,2017,January,132.4
Himachal Pradesh,2017-02-01,2017,February,132.6
Himachal Pradesh,2017-03-01,2017,March,132.5
Himachal Pradesh,2017-04-01,2017,April,133.3
Himachal Pradesh,2017-05-01,2017,May,133.3
Himachal Pradesh,2017-06-01,2017,June,133.7
Himachal Pradesh,2017-07-01,2017,July,135.1
Himachal Pradesh,2017-08-01,2017,August,136.5
Himachal Pradesh,2017-09-01,2017,September,136.4
Himachal Pradesh,2017-10-01,2017,October,137.1
Himachal Pradesh,2017-11-01,2017,November,138.8
Himachal Pradesh,2017-12-01,2017,December,139.5
Himachal Pradesh,2018-01-01,2018,January,138.8
Himachal Pradesh,2018-02-01,2018,February,138.6
Himachal Pradesh,2018-03-01,2018,March,138.2
Himachal Pradesh,2018-04-01,2018,April,138.6
Himachal Pradesh,2018-05-01,2018,May,138.2
Himachal Pradesh,2018-06-01,2018,June,138.2
Himachal Pradesh,2018-07-01,2018,July,138.9
Himachal Pradesh,2018-08-01,2018,August,139.9
Himachal Pradesh,2018-09-01,2018,September,138.7
Himachal Pradesh,2018-10-01,2018,October,136.1
Himachal Pradesh,2018-11-01,2018,November,135.5
Himachal Pradesh,2018-12-01,2018,December,135.8
Himachal Pradesh,2019-01-01,2019,January,135.5
Himachal Pradesh,2019-02-01,2019,February,135.7
Himachal Pradesh,2019-03-01,2019,March,136.3
Himachal Pradesh,2019-04-01,2019,April,137.6
Himachal Pradesh,2019-05-01,2019,May,139.0
Himachal Pradesh,2019-06-01,2019,June,139.3
Himachal Pradesh,2019-07-01,2019,July,140.3
Himachal Pradesh,2019-08-01,2019,August,141.2
Himachal Pradesh,2019-09-01,2019,September,142.2
Himachal Pradesh,2019-10-01,2019,October,143.7
Himachal Pradesh,2019-11-01,2019,November,143.2
Himachal Pradesh,2019-12-01,2019,December,144.6
Himachal Pradesh,2020-01-01,2020,January,144.9
Himachal Pradesh,2020-02-01,2020,February,144.4
Himachal Pradesh,2020-03-01,2020,March,144.7
Himachal Pradesh,2020-06-01,2020,June,143.0
Himachal Pradesh,2020-07-01,2020,July,145.7
Himachal Pradesh,2020-08-01,2020,August,147.4
Himachal Pradesh,2020-09-01,2020,September,149.7
Himachal Pradesh,2020-10-01,2020,October,151.5
Himachal Pradesh,2020-11-01,2020,November,152.4
Himachal Pradesh,2020-12-01,2020,December,151.5
Himachal Pradesh,2021-01-01,2021,January,150.4
Himachal Pradesh,2021-02-01,2021,February,151.4
Himachal Pradesh,2021-03-01,2021,March,151.9
Himachal Pradesh,2021-04-01,2021,April,152.9
Himachal Pradesh,2021-05-01,2021,May,154.4
Himachal Pradesh,2021-06-01,2021,June,155.1
Himachal Pradesh,2021-07-01,2021,July,157.2
Himachal Pradesh,2021-08-01,2021,August,157.7
Himachal Pradesh,2021-09-01,2021,September,158.7
Himachal Pradesh,2021-10-01,2021,October,160.8
Himachal Pradesh,2021-11-01,2021,November,161.7
Himachal Pradesh,2021-12-01,2021,December,160.0
Himachal Pradesh,2022-01-01,2022,January,160.5
Himachal Pradesh,2022-02-01,2022,February,161.2
Himachal Pradesh,2022-03-01,2022,March,161.5
Himachal Pradesh,2022-04-01,2022,April,162.9
Himachal Pradesh,2022-05-01,2022,May,163.1
Himachal Pradesh,2022-06-01,2022,June,163.8
Himachal Pradesh,2022-07-01,2022,July,164.4
Himachal Pradesh,2022-08-01,2022,August,165.4
Himachal Pradesh,2022-09-01,2022,September,165.9
Himachal Pradesh,2022-10-01,2022,October,167.9
Himachal Pradesh,2022-11-01,2022,November,166.8
Himachal Pradesh,2022-12-01,2022,December,166.3
Himachal Pradesh,2023-01-01,2023,January,166.0
Himachal Pradesh,2023-02-01,2023,February,166.8
Himachal Pradesh,2023-03-01,2023,March,167.9
Himachal Pradesh,2023-04-01,2023,April,169.2
Himachal Pradesh,2023-05-01,2023,May,170.2
Himachal Pradesh,2023-06-01,2023,June,170.9
Himachal Pradesh,2023-07-01,2023,July,176.1
Himachal Pradesh,2023-08-01,2023,August,177.0
Himachal Pradesh,2023-09-01,2023,September,174.4
Himachal Pradesh,2023-10-01,2023,October,174.7
Himachal Pradesh,2023-11-01,2023,November,175.4
Himachal Pradesh,2023-12-01,2023,December,175.0
Himachal Pradesh,2024-01-01,2024,January,174.4
Himachal Pradesh,2024-02-01,2024,February,175.2
Himachal Pradesh,2024-03-01,2024,March,174.8
Himachal Pradesh,2024-04-01,2024,April,176.5
Himachal Pradesh,2024-05-01,2024,May,176.3
Himachal Pradesh,2024-06-01,2024,June,177.5
Himachal Pradesh,2024-07-01,2024,July,181.1
Himachal Pradesh,2024-08-01,2024,August,181.7
Himachal Pradesh,2024-09-01,2024,September,182.4
Himachal Pradesh,2024-10-01,2024,October,184.9
Himachal Pradesh,2024-11-01,2024,November,184.4
Himachal Pradesh,2024-12-01,2024,December,183.7
Himachal Pradesh,2025-01-01,2025,January,181.7
Himachal Pradesh,2025-02-01,2025,February,180.9
Himachal Pradesh,2025-03-01,2025,March,180.4
Himachal Pradesh,2025-04-01,2025,April,181.2
Himachal Pradesh,2025-05-01,2025,May,181.4
Himachal Pradesh,2025-06-01,2025,June,182.9
Himachal Pradesh,2025-07-01,2025,July,185.1
Himachal Pradesh,2025-08-01,2025,August,186.7
Himachal Pradesh,2025-09-01,2025,September,187.4
Himachal Pradesh,2025-10-01,2025,October,187.2
Himachal Pradesh,2025-11-01,2025,November,186.1
Himachal Pradesh,2025-12-01,2025,December,185.7
Jammu & Kashmir,2011-01-01,2011,January,90.3
Jammu & Kashmir,2011-02-01,2011,February,89.0
Jammu & Kashmir,2011-03-01,2011,March,89.3
Jammu & Kashmir,2011-04-01,2011,April,90.3
Jammu & Kashmir,2011-05-01,2011,May,91.3
Jammu & Kashmir,2011-06-01,2011,June,91.5
Jammu & Kashmir,2011-07-01,2011,July,92.6
Jammu & Kashmir,2011-08-01,2011,August,93.0
Jammu & Kashmir,2011-09-01,2011,September,94.3
Jammu & Kashmir,2011-10-01,2011,October,95.9
Jammu & Kashmir,2011-11-01,2011,November,97.1
Jammu & Kashmir,2011-12-01,2011,December,95.4
Jammu & Kashmir,2012-01-01,2012,January,96.6
Jammu & Kashmir,2012-02-01,2012,February,97.1
Jammu & Kashmir,2012-03-01,2012,March,97.7
Jammu & Kashmir,2012-04-01,2012,April,99.0
Jammu & Kashmir,2012-05-01,2012,May,99.0
Jammu & Kashmir,2012-06-01,2012,June,99.5
Jammu & Kashmir,2012-07-01,2012,July,100.4
Jammu & Kashmir,2012-08-01,2012,August,101.5
Jammu & Kashmir,2012-09-01,2012,September,102.0
Jammu & Kashmir,2012-10-01,2012,October,102.8
Jammu & Kashmir,2012-11-01,2012,November,103.1
Jammu & Kashmir,2012-12-01,2012,December,103.7
Jammu & Kashmir,2013-01-01,2013,January,104.5
Jammu & Kashmir,2013-02-01,2013,February,105.0
Jammu & Kashmir,2013-03-01,2013,March,105.2
Jammu & Kashmir,2013-04-01,2013,April,105.5
Jammu & Kashmir,2013-05-01,2013,May,105.4
Jammu & Kashmir,2013-06-01,2013,June,106.6
Jammu & Kashmir,2013-07-01,2013,July,107.8
Jammu & Kashmir,2013-08-01,2013,August,109.4
Jammu & Kashmir,2013-09-01,2013,September,111.8
Jammu & Kashmir,2013-10-01,2013,October,113.2
Jammu & Kashmir,2013-11-01,2013,November,114.0
Jammu & Kashmir,2013-12-01,2013,December,112.6
Jammu & Kashmir,2014-01-01,2014,January,112.2
Jammu & Kashmir,2014-02-01,2014,February,111.9
Jammu & Kashmir,2014-03-01,2014,March,112.3
Jammu & Kashmir,2014-04-01,2014,April,112.8
Jammu & Kashmir,2014-05-01,2014,May,113.5
Jammu & Kashmir,2014-06-01,2014,June,114.7
Jammu & Kashmir,2014-07-01,2014,July,115.8
Jammu & Kashmir,2014-08-01,2014,August,116.7
Jammu & Kashmir,2014-09-01,2014,September,117.3
Jammu & Kashmir,2014-10-01,2014,October,117.6
Jammu & Kashmir,2014-11-01,2014,November,117.6
Jammu & Kashmir,2014-12-01,2014,December,117.1
Jammu & Kashmir,2015-01-01,2015,January,119.0
Jammu & Kashmir,2015-02-01,2015,February,119.7
Jammu & Kashmir,2015-03-01,2015,March,120.3
Jammu & Kashmir,2015-04-01,2015,April,121.6
Jammu & Kashmir,2015-05-01,2015,May,122.9
Jammu & Kashmir,2015-06-01,2015,June,122.5
Jammu & Kashmir,2015-07-01,2015,July,122.7
Jammu & Kashmir,2015-08-01,2015,August,123.9
Jammu & Kashmir,2015-09-01,2015,September,123.8
Jammu & Kashmir,2015-10-01,2015,October,125.1
Jammu & Kashmir,2015-11-01,2015,November,125.3
Jammu & Kashmir,2015-12-01,2015,December,124.4
Jammu & Kashmir,2016-01-01,2016,January,124.1
Jammu & Kashmir,2016-02-01,2016,February,124.7
Jammu & Kashmir,2016-03-01,2016,March,124.8
Jammu & Kashmir,2016-04-01,2016,April,125.5
Jammu & Kashmir,2016-05-01,2016,May,127.3
Jammu & Kashmir,2016-06-01,2016,June,128.3
Jammu & Kashmir,2016-07-01,2016,July,128.9
Jammu & Kashmir,2016-08-01,2016,August,130.1
Jammu & Kashmir,2016-09-01,2016,September,130.0
Jammu & Kashmir,2016-10-01,2016,October,130.1
Jammu & Kashmir,2016-11-01,2016,November,131.2
Jammu & Kashmir,2016-12-01,2016,December,132.7
Jammu & Kashmir,2017-01-01,2017,January,133.0
Jammu & Kashmir,2017-02-01,2017,February,133.5
Jammu & Kashmir,2017-03-01,2017,March,134.4
Jammu & Kashmir,2017-04-01,2017,April,134.8
Jammu & Kashmir,2017-05-01,2017,May,135.6
Jammu & Kashmir,2017-06-01,2017,June,135.5
Jammu & Kashmir,2017-07-01,2017,July,136.2
Jammu & Kashmir,2017-08-01,2017,August,137.6
Jammu & Kashmir,2017-09-01,2017,September,139.0
Jammu & Kashmir,2017-10-01,2017,October,140.5
Jammu & Kashmir,2017-11-01,2017,November,142.5
Jammu & Kashmir,2017-12-01,2017,December,142.4
Jammu & Kashmir,2018-01-01,2018,January,142.1
Jammu & Kashmir,2018-02-01,2018,February,142.6
Jammu & Kashmir,2018-03-01,2018,March,142.7
Jammu & Kashmir,2018-04-01,2018,April,143.3
Jammu & Kashmir,2018-05-01,2018,May,143.5
Jammu & Kashmir,2018-06-01,2018,June,144.4
Jammu & Kashmir,2018-07-01,2018,July,145.6
Jammu & Kashmir,2018-08-01,2018,August,146.1
Jammu & Kashmir,2018-09-01,2018,September,146.9
Jammu & Kashmir,2018-10-01,2018,October,148.4
Jammu & Kashmir,2018-11-01,2018,November,151.4
Jammu & Kashmir,2018-12-01,2018,December,147.1
Jammu & Kashmir,2019-01-01,2019,January,147.3
Jammu & Kashmir,2019-02-01,2019,February,147.9
Jammu & Kashmir,2019-03-01,2019,March,147.9
Jammu & Kashmir,2019-04-01,2019,April,148.7
Jammu & Kashmir,2019-05-01,2019,May,150.4
Jammu & Kashmir,2019-06-01,2019,June,149.8
Jammu & Kashmir,2019-07-01,2019,July,150.1
Jammu & Kashmir,2019-08-01,2019,August,150.9
Jammu & Kashmir,2019-09-01,2019,September,151.8
Jammu & Kashmir,2019-10-01,2019,October,153.9
Jammu & Kashmir,2019-11-01,2019,November,155.2
Jammu & Kashmir,2019-12-01,2019,December,156.9
Jammu & Kashmir,2020-01-01,2020,January,156.8
Jammu & Kashmir,2020-02-01,2020,February,156.4
Jammu & Kashmir,2020-03-01,2020,March,155.3
Jammu & Kashmir,2020-06-01,2020,June,157.7
Jammu & Kashmir,2020-07-01,2020,July,158.8
Jammu & Kashmir,2020-08-01,2020,August,159.5
Jammu & Kashmir,2020-09-01,2020,September,161.1
Jammu & Kashmir,2020-10-01,2020,October,163.5
Jammu & Kashmir,2020-11-01,2020,November,164.8
Jammu & Kashmir,2020-12-01,2020,December,164.7
Jammu & Kashmir,2021-01-01,2021,January,164.7
Jammu & Kashmir,2021-02-01,2021,February,165.4
Jammu & Kashmir,2021-03-01,2021,March,165.9
Jammu & Kashmir,2021-04-01,2021,April,166.8
Jammu & Kashmir,2021-05-01,2021,May,169.2
Jammu & Kashmir,2021-06-01,2021,June,169.4
Jammu & Kashmir,2021-07-01,2021,July,171.1
Jammu & Kashmir,2021-08-01,2021,August,171.7
Jammu & Kashmir,2021-09-01,2021,September,173.0
Jammu & Kashmir,2021-10-01,2021,October,174.9
Jammu & Kashmir,2021-11-01,2021,November,176.5
Jammu & Kashmir,2021-12-01,2021,December,175.4
Jammu & Kashmir,2022-01-01,2022,January,175.8
Jammu & Kashmir,2022-02-01,2022,February,177.0
Jammu & Kashmir,2022-03-01,2022,March,178.3
Jammu & Kashmir,2022-04-01,2022,April,180.2
Jammu & Kashmir,2022-05-01,2022,May,181.0
Jammu & Kashmir,2022-06-01,2022,June,182.9
Jammu & Kashmir,2022-07-01,2022,July,182.7
Jammu & Kashmir,2022-08-01,2022,August,183.6
Jammu & Kashmir,2022-09-01,2022,September,184.9
Jammu & Kashmir,2022-10-01,2022,October,186.1
Jammu & Kashmir,2022-11-01,2022,November,186.6
Jammu & Kashmir,2022-12-01,2022,December,185.4
Jammu & Kashmir,2023-01-01,2023,January,184.9
Jammu & Kashmir,2023-02-01,2023,February,185.4
Jammu & Kashmir,2023-03-01,2023,March,186.7
Jammu & Kashmir,2023-04-01,2023,April,187.9
Jammu & Kashmir,2023-05-01,2023,May,188.1
Jammu & Kashmir,2023-06-01,2023,June,188.1
Jammu & Kashmir,2023-07-01,2023,July,191.8
Jammu & Kashmir,2023-08-01,2023,August,193.7
Jammu & Kashmir,2023-09-01,2023,September,191.3
Jammu & Kashmir,2023-10-01,2023,October,192.6
Jammu & Kashmir,2023-11-01,2023,November,193.8
Jammu & Kashmir,2023-12-01,2023,December,193.1
Jammu & Kashmir,2024-01-01,2024,January,192.9
Jammu & Kashmir,2024-02-01,2024,February,194.0
Jammu & Kashmir,2024-03-01,2024,March,194.9
Jammu & Kashmir,2024-04-01,2024,April,195.5
Jammu & Kashmir,2024-05-01,2024,May,195.6
Jammu & Kashmir,2024-06-01,2024,June,196.5
Jammu & Kashmir,2024-07-01,2024,July,198.7
Jammu & Kashmir,2024-08-01,2024,August,200.2
Jammu & Kashmir,2024-09-01,2024,September,201.0
Jammu & Kashmir,2024-10-01,2024,October,203.2
Jammu & Kashmir,2024-11-01,2024,November,203.9
Jammu & Kashmir,2024-12-01,2024,December,203.6
Jammu & Kashmir,2025-01-01,2025,January,202.3
Jammu & Kashmir,2025-02-01,2025,February,202.2
Jammu & Kashmir,2025-03-01,2025,March,202.6
Jammu & Kashmir,2025-04-01,2025,April,203.8
Jammu & Kashmir,2025-05-01,2025,May,204.5
Jammu & Kashmir,2025-06-01,2025,June,205.1
Jammu & Kashmir,2025-07-01,2025,July,206.2
Jammu & Kashmir,2025-08-01,2025,August,207.7
Jammu & Kashmir,2025-09-01,2025,September,209.5
Jammu & Kashmir,2025-10-01,2025,October,209.2
Jammu & Kashmir,2025-11-01,2025,November,208.6
Jammu & Kashmir,2025-12-01,2025,December,208.3
Jharkhand,2011-01-01,2011,January,90.0
Jharkhand,2011-02-01,2011,February,88.4
Jharkhand,2011-03-01,2011,March,88.5
Jharkhand,2011-04-01,2011,April,89.0
Jharkhand,2011-05-01,2011,May,89.1
Jharkhand,2011-06-01,2011,June,89.8
Jharkhand,2011-07-01,2011,July,91.8
Jharkhand,2011-08-01,2011,August,92.9
Jharkhand,2011-09-01,2011,September,94.0
Jharkhand,2011-10-01,2011,October,94.9
Jharkhand,2011-11-01,2011,November,94.8
Jharkhand,2011-12-01,2011,December,93.8
Jharkhand,2012-01-01,2012,January,94.4
Jharkhand,2012-02-01,2012,February,95.0
Jharkhand,2012-03-01,2012,March,95.7
Jharkhand,2012-04-01,2012,April,97.0
Jharkhand,2012-05-01,2012,May,98.0
Jharkhand,2012-06-01,2012,June,99.9
Jharkhand,2012-07-01,2012,July,101.4
Jharkhand,2012-08-01,2012,August,102.7
Jharkhand,2012-09-01,2012,September,103.7
Jharkhand,2012-10-01,2012,October,104.7
Jharkhand,2012-11-01,2012,November,105.6
Jharkhand,2012-12-01,2012,December,105.2
Jharkhand,2013-01-01,2013,January,105.7
Jharkhand,2013-02-01,2013,February,106.0
Jharkhand,2013-03-01,2013,March,106.5
Jharkhand,2013-04-01,2013,April,106.9
Jharkhand,2013-05-01,2013,May,107.7
Jharkhand,2013-06-01,2013,June,109.7
Jharkhand,2013-07-01,2013,July,111.8
Jharkhand,2013-08-01,2013,August,113.4
Jharkhand,2013-09-01,2013,September,115.3
Jharkhand,2013-10-01,2013,October,117.4
Jharkhand,2013-11-01,2013,November,119.9
Jharkhand,2013-12-01,2013,December,116.9
Jharkhand,2014-01-01,2014,January,115.1
Jharkhand,2014-02-01,2014,February,114.5
Jharkhand,2014-03-01,2014,March,115.0
Jharkhand,2014-04-01,2014,April,115.5
Jharkhand,2014-05-01,2014,May,116.1
Jharkhand,2014-06-01,2014,June,117.5
Jharkhand,2014-07-01,2014,July,119.9
Jharkhand,2014-08-01,2014,August,121.5
Jharkhand,2014-09-01,2014,September,120.8
Jharkhand,2014-10-01,2014,October,120.7
Jharkhand,2014-11-01,2014,November,120.5
Jharkhand,2014-12-01,2014,December,118.9
Jharkhand,2015-01-01,2015,January,118.3
Jharkhand,2015-02-01,2015,February,118.6
Jharkhand,2015-03-01,2015,March,119.3
Jharkhand,2015-04-01,2015,April,119.8
Jharkhand,2015-05-01,2015,May,120.8
Jharkhand,2015-06-01,2015,June,122.5
Jharkhand,2015-07-01,2015,July,124.5
Jharkhand,2015-08-01,2015,August,126.2
Jharkhand,2015-09-01,2015,September,127.1
Jharkhand,2015-10-01,2015,October,127.2
Jharkhand,2015-11-01,2015,November,127.0
Jharkhand,2015-12-01,2015,December,126.3
Jharkhand,2016-01-01,2016,January,126.5
Jharkhand,2016-02-01,2016,February,126.4
Jharkhand,2016-03-01,2016,March,126.8
Jharkhand,2016-04-01,2016,April,128.1
Jharkhand,2016-05-01,2016,May,129.2
Jharkhand,2016-06-01,2016,June,130.3
Jharkhand,2016-07-01,2016,July,131.9
Jharkhand,2016-08-01,2016,August,132.4
Jharkhand,2016-09-01,2016,September,133.6
Jharkhand,2016-10-01,2016,October,134.9
Jharkhand,2016-11-01,2016,November,134.2
Jharkhand,2016-12-01,2016,December,132.7
Jharkhand,2017-01-01,2017,January,131.7
Jharkhand,2017-02-01,2017,February,130.8
Jharkhand,2017-03-01,2017,March,131.0
Jharkhand,2017-04-01,2017,April,131.7
Jharkhand,2017-05-01,2017,May,131.5
Jharkhand,2017-06-01,2017,June,132.1
Jharkhand,2017-07-01,2017,July,136.1
Jharkhand,2017-08-01,2017,August,138.6
Jharkhand,2017-09-01,2017,September,137.3
Jharkhand,2017-10-01,2017,October,139.2
Jharkhand,2017-11-01,2017,November,140.5
Jharkhand,2017-12-01,2017,December,139.9
Jharkhand,2018-01-01,2018,January,139.1
Jharkhand,2018-02-01,2018,February,137.8
Jharkhand,2018-03-01,2018,March,138.0
Jharkhand,2018-04-01,2018,April,138.9
Jharkhand,2018-05-01,2018,May,139.4
Jharkhand,2018-06-01,2018,June,140.6
Jharkhand,2018-07-01,2018,July,143.1
Jharkhand,2018-08-01,2018,August,143.4
Jharkhand,2018-09-01,2018,September,142.7
Jharkhand,2018-10-01,2018,October,143.4
Jharkhand,2018-11-01,2018,November,142.5
Jharkhand,2018-12-01,2018,December,143.0
Jharkhand,2019-01-01,2019,January,142.2
Jharkhand,2019-02-01,2019,February,141.6
Jharkhand,2019-03-01,2019,March,142.1
Jharkhand,2019-04-01,2019,April,142.6
Jharkhand,2019-05-01,2019,May,143.0
Jharkhand,2019-06-01,2019,June,144.0
Jharkhand,2019-07-01,2019,July,145.3
Jharkhand,2019-08-01,2019,August,146.3
Jharkhand,2019-09-01,2019,September,146.8
Jharkhand,2019-10-01,2019,October,148.8
Jharkhand,2019-11-01,2019,November,151.0
Jharkhand,2019-12-01,2019,December,153.3
