state,date,year,month,index
Karnataka,2016-09-01,2016,September,135.0
Karnataka,2016-10-01,2016,October,134.8
Karnataka,2016-11-01,2016,November,134.5
Karnataka,2016-12-01,2016,December,134.4
Karnataka,2017-01-01,2017,January,134.8
Karnataka,2017-02-01,2017,February,135.4
Karnataka,2017-03-01,2017,March,136.2
Karnataka,2017-04-01,2017,April,136.6
Karnataka,2017-05-01,2017,May,136.9
Karnataka,2017-06-01,2017,June,137.7
Karnataka,2017-07-01,2017,July,139.1
Karnataka,2017-08-01,2017,August,139.6
Karnataka,2017-09-01,2017,September,138.9
Karnataka,2017-10-01,2017,October,139.6
Karnataka,2017-11-01,2017,November,141.0
Karnataka,2017-12-01,2017,December,139.8
Karnataka,2018-01-01,2018,January,139.8
Karnataka,2018-02-01,2018,February,139.0
Karnataka,2018-03-01,2018,March,139.3
Karnataka,2018-04-01,2018,April,140.1
Karnataka,2018-05-01,2018,May,140.7
Karnataka,2018-06-01,2018,June,141.6
Karnataka,2018-07-01,2018,July,142.2
Karnataka,2018-08-01,2018,August,142.5
Karnataka,2018-09-01,2018,September,142.7
Karnataka,2018-10-01,2018,October,144.3
Karnataka,2018-11-01,2018,November,145.2
Karnataka,2018-12-01,2018,December,145.2
Karnataka,2019-01-01,2019,January,145.8
Karnataka,2019-02-01,2019,February,145.8
Karnataka,2019-03-01,2019,March,146.5
Karnataka,2019-04-01,2019,April,147.4
Karnataka,2019-05-01,2019,May,148.3
Karnataka,2019-06-01,2019,June,149.1
Karnataka,2019-07-01,2019,July,149.9
Karnataka,2019-08-01,2019,August,150.3
Karnataka,2019-09-01,2019,September,151.0
Karnataka,2019-10-01,2019,October,152.0
Karnataka,2019-11-01,2019,November,153.2
Karnataka,2019-12-01,2019,December,154.7
Karnataka,2020-01-01,2020,January,154.9
Karnataka,2020-02-01,2020,February,154.1
Karnataka,2020-03-01,2020,March,153.6
Karnataka,2020-06-01,2020,June,157.3
Karnataka,2020-07-01,2020,July,157.9
Karnataka,2020-08-01,2020,August,157.8
Karnataka,2020-09-01,2020,September,159.2
Karnataka,2020-10-01,2020,October,160.9
Karnataka,2020-11-01,2020,November,161.9
Karnataka,2020-12-01,2020,December,161.4
Karnataka,2021-01-01,2021,January,161.3
Karnataka,2021-02-01,2021,February,162.3
Karnataka,2021-03-01,2021,March,162.9
Karnataka,2021-04-01,2021,April,164.2
Karnataka,2021-05-01,2021,May,166.9
Karnataka,2021-06-01,2021,June,167.7
Karnataka,2021-07-01,2021,July,168.8
Karnataka,2021-08-01,2021,August,168.7
Karnataka,2021-09-01,2021,September,168.6
Karnataka,2021-10-01,2021,October,170.0
Karnataka,2021-11-01,2021,November,171.1
Karnataka,2021-12-01,2021,December,171.8
Karnataka,2022-01-01,2022,January,171.3
Karnataka,2022-02-01,2022,February,170.8
Karnataka,2022-03-01,2022,March,172.0
Karnataka,2022-04-01,2022,April,174.7
Karnataka,2022-05-01,2022,May,177.6
Karnataka,2022-06-01,2022,June,178.1
Karnataka,2022-07-01,2022,July,177.0
Karnataka,2022-08-01,2022,August,177.0
Karnataka,2022-09-01,2022,September,178.3
Karnataka,2022-10-01,2022,October,179.5
Karnataka,2022-11-01,2022,November,179.5
Karnataka,2022-12-01,2022,December,178.9
Karnataka,2023-01-01,2023,January,180.0
Karnataka,2023-02-01,2023,February,181.1
Karnataka,2023-03-01,2023,March,181.6
Karnataka,2023-04-01,2023,April,182.4
Karnataka,2023-05-01,2023,May,183.4
Karnataka,2023-06-01,2023,June,185.5
Karnataka,2023-07-01,2023,July,190.9
Karnataka,2023-08-01,2023,August,190.9
Karnataka,2023-09-01,2023,September,189.0
Karnataka,2023-10-01,2023,October,189.6
Karnataka,2023-11-01,2023,November,191.2
Karnataka,2023-12-01,2023,December,190.8
Karnataka,2024-01-01,2024,January,191.0
Karnataka,2024-02-01,2024,February,191.5
Karnataka,2024-03-01,2024,March,191.3
Karnataka,2024-04-01,2024,April,192.4
Karnataka,2024-05-01,2024,May,194.6
Karnataka,2024-06-01,2024,June,196.7
Karnataka,2024-07-01,2024,July,197.7
Karnataka,2024-08-01,2024,August,196.6
Karnataka,2024-09-01,2024,September,198.3
Karnataka,2024-10-01,2024,October,200.9
Karnataka,2024-11-01,2024,November,200.9
Karnataka,2024-12-01,2024,December,200.6
Karnataka,2025-01-01,2025,January,200.6
Karnataka,2025-02-01,2025,February,200.1
Karnataka,2025-03-01,2025,March,199.7
Karnataka,2025-04-01,2025,April,200.6
Karnataka,2025-05-01,2025,May,201.4
Karnataka,2025-06-01,2025,June,202.1
Karnataka,2025-07-01,2025,July,203.1
Karnataka,2025-08-01,2025,August,204.2
Karnataka,2025-09-01,2025,September,204.6
Karnataka,2025-10-01,2025,October,205.6
Karnataka,2025-11-01,2025,November,206.3
Karnataka,2025-12-01,2025,December,206.6
Kerala,2011-01-01,2011,January,89.9
Kerala,2011-02-01,2011,February,89.6
Kerala,2011-03-01,2011,March,89.5
Kerala,2011-04-01,2011,April,90.1
Kerala,2011-05-01,2011,May,91.0
Kerala,2011-06-01,2011,June,92.2
Kerala,2011-07-01,2011,July,92.4
Kerala,2011-08-01,2011,August,94.4
Kerala,2011-09-01,2011,September,95.5
Kerala,2011-10-01,2011,October,95.5
Kerala,2011-11-01,2011,November,96.3
Kerala,2011-12-01,2011,December,95.9
Kerala,2012-01-01,2012,January,95.9
Kerala,2012-02-01,2012,February,96.4
Kerala,2012-03-01,2012,March,96.8
Kerala,2012-04-01,2012,April,98.0
Kerala,2012-05-01,2012,May,98.9
Kerala,2012-06-01,2012,June,100.1
Kerala,2012-07-01,2012,July,100.4
Kerala,2012-08-01,2012,August,101.4
Kerala,2012-09-01,2012,September,102.5
Kerala,2012-10-01,2012,October,102.9
Kerala,2012-11-01,2012,November,104.2
Kerala,2012-12-01,2012,December,105.3
Kerala,2013-01-01,2013,January,106.4
Kerala,2013-02-01,2013,February,106.3
Kerala,2013-03-01,2013,March,107.2
Kerala,2013-04-01,2013,April,107.1
Kerala,2013-05-01,2013,May,107.9
Kerala,2013-06-01,2013,June,110.1
Kerala,2013-07-01,2013,July,111.3
Kerala,2013-08-01,2013,August,112.7
Kerala,2013-09-01,2013,September,113.8
Kerala,2013-10-01,2013,October,114.2
Kerala,2013-11-01,2013,November,115.0
Kerala,2013-12-01,2013,December,114.3
Kerala,2014-01-01,2014,January,114.3
Kerala,2014-02-01,2014,February,114.7
Kerala,2014-03-01,2014,March,115.4
Kerala,2014-04-01,2014,April,116.8
Kerala,2014-05-01,2014,May,118.0
Kerala,2014-06-01,2014,June,118.6
Kerala,2014-07-01,2014,July,120.6
Kerala,2014-08-01,2014,August,122.0
Kerala,2014-09-01,2014,September,122.0
Kerala,2014-10-01,2014,October,121.7
Kerala,2014-11-01,2014,November,121.7
Kerala,2014-12-01,2014,December,121.5
Kerala,2015-01-01,2015,January,121.9
Kerala,2015-02-01,2015,February,121.9
Kerala,2015-03-01,2015,March,122.3
Kerala,2015-04-01,2015,April,123.1
Kerala,2015-05-01,2015,May,124.5
Kerala,2015-06-01,2015,June,125.8
Kerala,2015-07-01,2015,July,125.5
Kerala,2015-08-01,2015,August,125.8
Kerala,2015-09-01,2015,September,125.5
Kerala,2015-10-01,2015,October,125.8
Kerala,2015-11-01,2015,November,126.2
Kerala,2015-12-01,2015,December,126.2
Kerala,2016-01-01,2016,January,127.1
Kerala,2016-02-01,2016,February,127.3
Kerala,2016-03-01,2016,March,127.0
Kerala,2016-04-01,2016,April,128.0
Kerala,2016-05-01,2016,May,130.0
Kerala,2016-06-01,2016,June,131.5
Kerala,2016-07-01,2016,July,131.3
Kerala,2016-08-01,2016,August,130.7
Kerala,2016-09-01,2016,September,130.7
Kerala,2016-10-01,2016,October,130.8
Kerala,2016-11-01,2016,November,130.9
Kerala,2016-12-01,2016,December,130.8
Kerala,2017-01-01,2017,January,132.1
Kerala,2017-02-01,2017,February,133.6
Kerala,2017-03-01,2017,March,134.1
Kerala,2017-04-01,2017,April,134.7
Kerala,2017-05-01,2017,May,135.2
Kerala,2017-06-01,2017,June,136.8
Kerala,2017-07-01,2017,July,138.3
Kerala,2017-08-01,2017,August,138.9
Kerala,2017-09-01,2017,September,139.0
Kerala,2017-10-01,2017,October,139.7
Kerala,2017-11-01,2017,November,141.5
Kerala,2017-12-01,2017,December,141.0
Kerala,2018-01-01,2018,January,141.4
Kerala,2018-02-01,2018,February,141.1
Kerala,2018-03-01,2018,March,141.5
Kerala,2018-04-01,2018,April,142.4
Kerala,2018-05-01,2018,May,143.5
Kerala,2018-06-01,2018,June,144.7
Kerala,2018-07-01,2018,July,145.7
Kerala,2018-08-01,2018,August,146.2
Kerala,2018-09-01,2018,September,144.5
Kerala,2018-10-01,2018,October,145.3
Kerala,2018-11-01,2018,November,146.5
Kerala,2018-12-01,2018,December,146.7
Kerala,2019-01-01,2019,January,147.8
Kerala,2019-02-01,2019,February,148.9
Kerala,2019-03-01,2019,March,149.3
Kerala,2019-04-01,2019,April,149.8
Kerala,2019-05-01,2019,May,151.2
Kerala,2019-06-01,2019,June,152.7
Kerala,2019-07-01,2019,July,153.0
Kerala,2019-08-01,2019,August,153.3
Kerala,2019-09-01,2019,September,154.6
Kerala,2019-10-01,2019,October,155.1
Kerala,2019-11-01,2019,November,156.6
Kerala,2019-12-01,2019,December,158.3
Kerala,2020-01-01,2020,January,158.6
Kerala,2020-02-01,2020,February,158.1
Kerala,2020-03-01,2020,March,157.7
Kerala,2020-06-01,2020,June,160.6
Kerala,2020-07-01,2020,July,161.9
Kerala,2020-08-01,2020,August,163.3
Kerala,2020-09-01,2020,September,164.2
Kerala,2020-10-01,2020,October,165.3
Kerala,2020-11-01,2020,November,165.2
Kerala,2020-12-01,2020,December,164.4
Kerala,2021-01-01,2021,January,165.0
Kerala,2021-02-01,2021,February,165.7
Kerala,2021-03-01,2021,March,165.8
Kerala,2021-04-01,2021,April,167.3
Kerala,2021-05-01,2021,May,170.3
Kerala,2021-06-01,2021,June,170.0
Kerala,2021-07-01,2021,July,169.8
Kerala,2021-08-01,2021,August,169.3
Kerala,2021-09-01,2021,September,169.1
Kerala,2021-10-01,2021,October,170.3
Kerala,2021-11-01,2021,November,171.1
Kerala,2021-12-01,2021,December,172.2
Kerala,2022-01-01,2022,January,172.2
Kerala,2022-02-01,2022,February,172.3
Kerala,2022-03-01,2022,March,173.6
Kerala,2022-04-01,2022,April,175.8
Kerala,2022-05-01,2022,May,178.5
Kerala,2022-06-01,2022,June,179.2
Kerala,2022-07-01,2022,July,178.9
Kerala,2022-08-01,2022,August,179.0
Kerala,2022-09-01,2022,September,180.0
Kerala,2022-10-01,2022,October,180.9
Kerala,2022-11-01,2022,November,181.2
Kerala,2022-12-01,2022,December,182.4
Kerala,2023-01-01,2023,January,183.3
Kerala,2023-02-01,2023,February,183.1
Kerala,2023-03-01,2023,March,183.7
Kerala,2023-04-01,2023,April,185.6
Kerala,2023-05-01,2023,May,186.5
Kerala,2023-06-01,2023,June,188.6
Kerala,2023-07-01,2023,July,190.5
Kerala,2023-08-01,2023,August,190.2
Kerala,2023-09-01,2023,September,188.5
Kerala,2023-10-01,2023,October,188.7
Kerala,2023-11-01,2023,November,189.9
Kerala,2023-12-01,2023,December,190.2
Kerala,2024-01-01,2024,January,190.7
Kerala,2024-02-01,2024,February,191.5
Kerala,2024-03-01,2024,March,192.6
Kerala,2024-04-01,2024,April,195.4
Kerala,2024-05-01,2024,May,196.7
Kerala,2024-06-01,2024,June,199.7
Kerala,2024-07-01,2024,July,199.1
Kerala,2024-08-01,2024,August,198.1
Kerala,2024-09-01,2024,September,198.9
Kerala,2024-10-01,2024,October,200.9
Kerala,2024-11-01,2024,November,201.9
Kerala,2024-12-01,2024,December,202.4
Kerala,2025-01-01,2025,January,203.6
Kerala,2025-02-01,2025,February,205.5
Kerala,2025-03-01,2025,March,205.3
Kerala,2025-04-01,2025,April,207.2
Kerala,2025-05-01,2025,May,209.5
Kerala,2025-06-01,2025,June,213.2
Kerala,2025-07-01,2025,July,216.9
Kerala,2025-08-01,2025,August,216.0
Kerala,2025-09-01,2025,September,216.5
Kerala,2025-10-01,2025,October,218.1
Kerala,2025-11-01,2025,November,218.6
Kerala,2025-12-01,2025,December,221.6
Lakshadweep,2011-01-01,2011,January,89.4
Lakshadweep,2011-02-01,2011,February,88.0
Lakshadweep,2011-03-01,2011,March,88.5
Lakshadweep,2011-04-01,2011,April,88.8
Lakshadweep,2011-05-01,2011,May,89.5
Lakshadweep,2011-06-01,2011,June,90.8
Lakshadweep,2011-07-01,2011,July,94.0
Lakshadweep,2011-08-01,2011,August,96.3
Lakshadweep,2011-09-01,2011,September,97.4
Lakshadweep,2011-10-01,2011,October,95.8
Lakshadweep,2011-11-01,2011,November,95.7
Lakshadweep,2011-12-01,2011,December,94.4
Lakshadweep,2012-01-01,2012,January,96.1
Lakshadweep,2012-02-01,2012,February,96.2
Lakshadweep,2012-03-01,2012,March,96.9
Lakshadweep,2012-04-01,2012,April,98.1
Lakshadweep,2012-05-01,2012,May,98.1
Lakshadweep,2012-06-01,2012,June,99.8
Lakshadweep,2012-07-01,2012,July,102.2
Lakshadweep,2012-08-01,2012,August,103.5
Lakshadweep,2012-09-01,2012,September,104.1
Lakshadweep,2012-10-01,2012,October,104.1
Lakshadweep,2012-11-01,2012,November,102.1
Lakshadweep,2012-12-01,2012,December,101.4
Lakshadweep,2013-01-01,2013,January,102.0
Lakshadweep,2013-02-01,2013,February,102.8
Lakshadweep,2013-03-01,2013,March,102.2
Lakshadweep,2013-04-01,2013,April,101.9
Lakshadweep,2013-05-01,2013,May,103.3
Lakshadweep,2013-06-01,2013,June,106.1
Lakshadweep,2013-07-01,2013,July,107.9
Lakshadweep,2013-08-01,2013,August,108.2
Lakshadweep,2013-09-01,2013,September,108.9
Lakshadweep,2013-10-01,2013,October,109.5
Lakshadweep,2013-11-01,2013,November,109.1
Lakshadweep,2013-12-01,2013,December,108.5
Lakshadweep,2014-01-01,2014,January,108.5
Lakshadweep,2014-02-01,2014,February,109.0
Lakshadweep,2014-03-01,2014,March,109.0
Lakshadweep,2014-04-01,2014,April,109.7
Lakshadweep,2014-05-01,2014,May,110.6
Lakshadweep,2014-06-01,2014,June,114.1
Lakshadweep,2014-07-01,2014,July,117.7
Lakshadweep,2014-08-01,2014,August,119.8
Lakshadweep,2014-09-01,2014,September,119.2
Lakshadweep,2014-10-01,2014,October,117.2
Lakshadweep,2014-11-01,2014,November,115.3
Lakshadweep,2014-12-01,2014,December,115.3
Lakshadweep,2015-01-01,2015,January,115.7
Lakshadweep,2015-02-01,2015,February,116.7
Lakshadweep,2015-03-01,2015,March,116.8
Lakshadweep,2015-04-01,2015,April,117.0
Lakshadweep,2015-05-01,2015,May,117.3
Lakshadweep,2015-06-01,2015,June,122.0
Lakshadweep,2015-07-01,2015,July,123.9
Lakshadweep,2015-08-01,2015,August,125.1
Lakshadweep,2015-09-01,2015,September,124.6
Lakshadweep,2015-10-01,2015,October,123.4
Lakshadweep,2015-11-01,2015,November,121.5
Lakshadweep,2015-12-01,2015,December,120.5
Lakshadweep,2016-01-01,2016,January,122.0
Lakshadweep,2016-02-01,2016,February,121.7
Lakshadweep,2016-03-01,2016,March,120.3
Lakshadweep,2016-04-01,2016,April,119.9
Lakshadweep,2016-05-01,2016,May,120.1
Lakshadweep,2016-06-01,2016,June,123.0
Lakshadweep,2016-07-01,2016,July,126.3
Lakshadweep,2016-08-01,2016,August,128.4
Lakshadweep,2016-09-01,2016,September,126.5
Lakshadweep,2016-10-01,2016,October,124.0
Lakshadweep,2016-11-01,2016,November,123.2
Lakshadweep,2016-12-01,2016,December,121.4
Lakshadweep,2017-01-01,2017,January,120.8
Lakshadweep,2017-02-01,2017,February,121.1
Lakshadweep,2017-03-01,2017,March,120.7
Lakshadweep,2017-04-01,2017,April,120.8
Lakshadweep,2017-05-01,2017,May,123.2
Lakshadweep,2017-06-01,2017,June,125.0
Lakshadweep,2017-07-01,2017,July,129.4
Lakshadweep,2017-08-01,2017,August,131.9
Lakshadweep,2017-09-01,2017,September,130.9
Lakshadweep,2017-10-01,2017,October,128.5
Lakshadweep,2017-11-01,2017,November,134.3
Lakshadweep,2017-12-01,2017,December,133.3
Lakshadweep,2018-01-01,2018,January,131.4
Lakshadweep,2018-02-01,2018,February,130.6
Lakshadweep,2018-03-01,2018,March,130.5
Lakshadweep,2018-04-01,2018,April,132.3
Lakshadweep,2018-05-01,2018,May,133.3
Lakshadweep,2018-06-01,2018,June,134.6
Lakshadweep,2018-07-01,2018,July,135.4
Lakshadweep,2018-08-01,2018,August,137.3
Lakshadweep,2018-09-01,2018,September,139.9
Lakshadweep,2018-10-01,2018,October,140.5
Lakshadweep,2018-11-01,2018,November,138.6
Lakshadweep,2018-12-01,2018,December,138.9
Lakshadweep,2019-01-01,2019,January,134.8
Lakshadweep,2019-02-01,2019,February,135.6
Lakshadweep,2019-03-01,2019,March,136.8
Lakshadweep,2019-04-01,2019,April,138.7
Lakshadweep,2019-05-01,2019,May,141.5
Lakshadweep,2019-06-01,2019,June,143.3
Lakshadweep,2019-07-01,2019,July,143.2
Lakshadweep,2019-08-01,2019,August,146.2
Lakshadweep,2019-09-01,2019,September,147.5
Lakshadweep,2019-10-01,2019,October,151.4
Lakshadweep,2019-11-01,2019,November,152.8
Lakshadweep,2019-12-01,2019,December,154.6
Lakshadweep,2020-01-01,2020,January,152.0
Lakshadweep,2020-02-01,2020,February,151.1
Lakshadweep,2020-03-01,2020,March,151.3
Lakshadweep,2020-06-01,2020,June,161.2
Lakshadweep,2020-07-01,2020,July,161.9
Lakshadweep,2020-08-01,2020,August,163.7
Lakshadweep,2020-09-01,2020,September,164.3
Lakshadweep,2020-10-01,2020,October,166.5
Lakshadweep,2020-11-01,2020,November,167.9
Lakshadweep,2020-12-01,2020,December,167.4
Lakshadweep,2021-01-01,2021,January,165.2
Lakshadweep,2021-02-01,2021,February,161.9
Lakshadweep,2021-03-01,2021,March,161.5
Lakshadweep,2021-04-01,2021,April,163.9
Lakshadweep,2021-05-01,2021,May,166.3
Lakshadweep,2021-06-01,2021,June,168.4
Lakshadweep,2021-07-01,2021,July,170.1
Lakshadweep,2021-08-01,2021,August,170.2
Lakshadweep,2021-09-01,2021,September,169.1
Lakshadweep,2021-10-01,2021,October,168.0
Lakshadweep,2021-11-01,2021,November,169.1
Lakshadweep,2021-12-01,2021,December,169.5
Lakshadweep,2022-01-01,2022,January,166.9
Lakshadweep,2022-02-01,2022,February,165.6
Lakshadweep,2022-03-01,2022,March,167.3
Lakshadweep,2022-04-01,2022,April,172.6
Lakshadweep,2022-05-01,2022,May,179.4
Lakshadweep,2022-06-01,2022,June,184.9
Lakshadweep,2022-07-01,2022,July,185.8
Lakshadweep,2022-08-01,2022,August,186.1
Lakshadweep,2022-09-01,2022,September,183.8
Lakshadweep,2022-10-01,2022,October,179.7
Lakshadweep,2022-11-01,2022,November,178.3
Lakshadweep,2022-12-01,2022,December,178.0
Lakshadweep,2023-01-01,2023,January,175.8
Lakshadweep,2023-02-01,2023,February,178.0
Lakshadweep,2023-03-01,2023,March,178.8
Lakshadweep,2023-04-01,2023,April,181.4
Lakshadweep,2023-05-01,2023,May,183.8
Lakshadweep,2023-06-01,2023,June,189.3
Lakshadweep,2023-07-01,2023,July,195.9
Lakshadweep,2023-08-01,2023,August,193.3
Lakshadweep,2023-09-01,2023,September,188.8
Lakshadweep,2023-10-01,2023,October,188.2
Lakshadweep,2023-11-01,2023,November,185.3
Lakshadweep,2023-12-01,2023,December,185.5
Lakshadweep,2024-01-01,2024,January,183.7
Lakshadweep,2024-02-01,2024,February,181.1
Lakshadweep,2024-03-01,2024,March,182.0
Lakshadweep,2024-04-01,2024,April,185.4
Lakshadweep,2024-05-01,2024,May,188.5
Lakshadweep,2024-06-01,2024,June,192.7
Lakshadweep,2024-07-01,2024,July,194.8
Lakshadweep,2024-08-01,2024,August,192.1
Lakshadweep,2024-09-01,2024,September,190.8
Lakshadweep,2024-10-01,2024,October,194.3
Lakshadweep,2024-11-01,2024,November,193.7
Lakshadweep,2024-12-01,2024,December,195.2
Lakshadweep,2025-01-01,2025,January,191.4
Lakshadweep,2025-02-01,2025,February,193.1
Lakshadweep,2025-03-01,2025,March,193.5
Lakshadweep,2025-04-01,2025,April,198.1
Lakshadweep,2025-05-01,2025,May,200.2
Lakshadweep,2025-06-01,2025,June,204.8
Lakshadweep,2025-07-01,2025,July,203.5
Lakshadweep,2025-08-01,2025,August,204.1
Lakshadweep,2025-09-01,2025,September,204.7
Lakshadweep,2025-10-01,2025,October,208.9
Lakshadweep,2025-11-01,2025,November,209.8
Lakshadweep,2025-12-01,2025,December,208.9
Madhya Pradesh,2011-01-01,2011,January,89.2
Madhya Pradesh,2011-02-01,2011,February,88.6
Madhya Pradesh,2011-03-01,2011,March,88.7
Madhya Pradesh,2011-04-01,2011,April,89.2
Madhya Pradesh,2011-05-01,2011,May,89.7
Madhya Pradesh,2011-06-01,2011,June,90.6
Madhya Pradesh,2011-07-01,2011,July,91.9
Madhya Pradesh,2011-08-01,2011,August,93.0
Madhya Pradesh,2011-09-01,2011,September,94.3
Madhya Pradesh,2011-10-01,2011,October,95.3
Madhya Pradesh,2011-11-01,2011,November,95.9
Madhya Pradesh,2011-12-01,2011,December,95.3
Madhya Pradesh,2012-01-01,2012,January,95.3
Madhya Pradesh,2012-02-01,2012,February,95.6
Madhya Pradesh,2012-03-01,2012,March,96.3
Madhya Pradesh,2012-04-01,2012,April,97.4
Madhya Pradesh,2012-05-01,2012,May,98.2
Madhya Pradesh,2012-06-01,2012,June,99.3
Madhya Pradesh,2012-07-01,2012,July,101.2
Madhya Pradesh,2012-08-01,2012,August,103.1
Madhya Pradesh,2012-09-01,2012,September,103.5
Madhya Pradesh,2012-10-01,2012,October,103.9
Madhya Pradesh,2012-11-01,2012,November,104.5
Madhya Pradesh,2012-12-01,2012,December,104.7
Madhya Pradesh,2013-01-01,2013,January,104.6
Madhya Pradesh,2013-02-01,2013,February,105.3
Madhya Pradesh,2013-03-01,2013,March,105.7
Madhya Pradesh,2013-04-01,2013,April,106.4
Madhya Pradesh,2013-05-01,2013,May,107.5
Madhya Pradesh,2013-06-01,2013,June,109.2
Madhya Pradesh,2013-07-01,2013,July,111.5
Madhya Pradesh,2013-08-01,2013,August,113.1
Madhya Pradesh,2013-09-01,2013,September,114.5
Madhya Pradesh,2013-10-01,2013,October,115.7
Madhya Pradesh,2013-11-01,2013,November,116.7
Madhya Pradesh,2013-12-01,2013,December,114.9
Madhya Pradesh,2014-01-01,2014,January,114.0
Madhya Pradesh,2014-02-01,2014,February,114.0
Madhya Pradesh,2014-03-01,2014,March,114.4
Madhya Pradesh,2014-04-01,2014,April,115.0
Madhya Pradesh,2014-05-01,2014,May,115.6
Madhya Pradesh,2014-06-01,2014,June,116.4
Madhya Pradesh,2014-07-01,2014,July,119.0
Madhya Pradesh,2014-08-01,2014,August,120.6
Madhya Pradesh,2014-09-01,2014,September,120.0
Madhya Pradesh,2014-10-01,2014,October,119.9
Madhya Pradesh,2014-11-01,2014,November,120.0
Madhya Pradesh,2014-12-01,2014,December,119.5
Madhya Pradesh,2015-01-01,2015,January,119.9
Madhya Pradesh,2015-02-01,2015,February,119.5
Madhya Pradesh,2015-03-01,2015,March,120.5
Madhya Pradesh,2015-04-01,2015,April,120.7
Madhya Pradesh,2015-05-01,2015,May,121.4
Madhya Pradesh,2015-06-01,2015,June,122.5
Madhya Pradesh,2015-07-01,2015,July,123.1
Madhya Pradesh,2015-08-01,2015,August,124.1
Madhya Pradesh,2015-09-01,2015,September,124.7
Madhya Pradesh,2015-10-01,2015,October,125.5
Madhya Pradesh,2015-11-01,2015,November,125.8
Madhya Pradesh,2015-12-01,2015,December,125.3
Madhya Pradesh,2016-01-01,2016,January,125.3
Madhya Pradesh,2016-02-01,2016,February,124.8
Madhya Pradesh,2016-03-01,2016,March,124.9
Madhya Pradesh,2016-04-01,2016,April,126.1
Madhya Pradesh,2016-05-01,2016,May,127.1
Madhya Pradesh,2016-06-01,2016,June,128.7
Madhya Pradesh,2016-07-01,2016,July,130.2
Madhya Pradesh,2016-08-01,2016,August,129.7
Madhya Pradesh,2016-09-01,2016,September,128.8
Madhya Pradesh,2016-10-01,2016,October,129.0
Madhya Pradesh,2016-11-01,2016,November,129.4
Madhya Pradesh,2016-12-01,2016,December,128.5
Madhya Pradesh,2017-01-01,2017,January,127.8
Madhya Pradesh,2017-02-01,2017,February,127.6
Madhya Pradesh,2017-03-01,2017,March,127.8
Madhya Pradesh,2017-04-01,2017,April,127.7
Madhya Pradesh,2017-05-01,2017,May,128.1
Madhya Pradesh,2017-06-01,2017,June,128.9
Madhya Pradesh,2017-07-01,2017,July,131.8
Madhya Pradesh,2017-08-01,2017,August,132.5
Madhya Pradesh,2017-09-01,2017,September,132.1
Madhya Pradesh,2017-10-01,2017,October,133.1
Madhya Pradesh,2017-11-01,2017,November,135.1
Madhya Pradesh,2017-12-01,2017,December,134.1
Madhya Pradesh,2018-01-01,2018,January,133.7
Madhya Pradesh,2018-02-01,2018,February,132.7
Madhya Pradesh,2018-03-01,2018,March,133.0
Madhya Pradesh,2018-04-01,2018,April,133.3
Madhya Pradesh,2018-05-01,2018,May,133.9
Madhya Pradesh,2018-06-01,2018,June,135.4
Madhya Pradesh,2018-07-01,2018,July,136.9
Madhya Pradesh,2018-08-01,2018,August,137.5
Madhya Pradesh,2018-09-01,2018,September,137.2
Madhya Pradesh,2018-10-01,2018,October,137.7
Madhya Pradesh,2018-11-01,2018,November,137.8
Madhya Pradesh,2018-12-01,2018,December,137.0
Madhya Pradesh,2019-01-01,2019,January,136.6
Madhya Pradesh,2019-02-01,2019,February,137.2
Madhya Pradesh,2019-03-01,2019,March,137.7
Madhya Pradesh,2019-04-01,2019,April,138.5
Madhya Pradesh,2019-05-01,2019,May,139.4
Madhya Pradesh,2019-06-01,2019,June,140.4
Madhya Pradesh,2019-07-01,2019,July,142.2
Madhya Pradesh,2019-08-01,2019,August,143.1
Madhya Pradesh,2019-09-01,2019,September,143.7
Madhya Pradesh,2019-10-01,2019,October,145.6
Madhya Pradesh,2019-11-01,2019,November,146.9
Madhya Pradesh,2019-12-01,2019,December,147.9
Madhya Pradesh,2020-01-01,2020,January,147.3
Madhya Pradesh,2020-02-01,2020,February,146.5
Madhya Pradesh,2020-03-01,2020,March,146.3
Madhya Pradesh,2020-06-01,2020,June,150.1
Madhya Pradesh,2020-07-01,2020,July,153.2
Madhya Pradesh,2020-08-01,2020,August,153.8
Madhya Pradesh,2020-09-01,2020,September,155.2
Madhya Pradesh,2020-10-01,2020,October,157.1
Madhya Pradesh,2020-11-01,2020,November,157.4
Madhya Pradesh,2020-12-01,2020,December,156.1
Madhya Pradesh,2021-01-01,2021,January,154.9
Madhya Pradesh,2021-02-01,2021,February,155.4
Madhya Pradesh,2021-03-01,2021,March,155.8
Madhya Pradesh,2021-04-01,2021,April,157.2
Madhya Pradesh,2021-05-01,2021,May,161.9
Madhya Pradesh,2021-06-01,2021,June,162.1
Madhya Pradesh,2021-07-01,2021,July,163.3
Madhya Pradesh,2021-08-01,2021,August,163.5
Madhya Pradesh,2021-09-01,2021,September,163.0
Madhya Pradesh,2021-10-01,2021,October,165.5
Madhya Pradesh,2021-11-01,2021,November,167.1
Madhya Pradesh,2021-12-01,2021,December,165.3
Madhya Pradesh,2022-01-01,2022,January,164.9
Madhya Pradesh,2022-02-01,2022,February,166.1
Madhya Pradesh,2022-03-01,2022,March,168.1
Madhya Pradesh,2022-04-01,2022,April,171.5
Madhya Pradesh,2022-05-01,2022,May,173.5
Madhya Pradesh,2022-06-01,2022,June,174.7
